"uf","localidade","faixa_inicio","faixa_fim","situacao","tipo_faixa"
"PR","Terra Roxa","85990-000","85997-999","Não codificada por logradouros","Total do município"
"PR","Tibagi","84300-000","84319-999","Codificado por logradouros","Total do município"
"PR","Tibagi","84300-001","84304-899","Codificada por logradouros","Exclusiva da sede urbana"
"PR","Tijucas do Sul","83190-000","83199-999","Codificado por logradouros","Total do município"
"PR","Tijucas do Sul","83190-001","83198-999","Codificada por logradouros","Exclusiva da sede urbana"
"PR","Toledo","85900-001","85928-999","Codificado por logradouros","Total do município"
"PR","Toledo","85900-001","85920-499","Codificada por logradouros","Exclusiva da sede urbana"
"PR","Tomazina","84935-000","84939-999","Não codificada por logradouros","Total do município"
"PR","Três Barras do Paraná","85485-000","85499-999","Codificado por logradouros","Total do município"
"PR","Três Barras do Paraná","85485-001","85489-999","Codificada por logradouros","Exclusiva da sede urbana"
"PR","Tunas do Paraná","83480-000","83489-999","Não codificada por logradouros","Total do município"
"PR","Tuneiras do Oeste","87450-000","87469-999","Não codificada por logradouros","Total do município"
"PR","Tupãssi","85945-000","85947-999","Codificado por logradouros","Total do município"
"PR","Tupãssi","85945-001","85946-999","Codificada por logradouros","Exclusiva da sede urbana"
"PR","Turvo","85150-000","85154-999","Codificado por logradouros","Total do município"
"PR","Turvo","85150-001","85154-999","Codificada por logradouros","Exclusiva da sede urbana"
"PR","Ubiratã","85440-000","85449-999","Em codificação por logradouros","Total do município"
"PR","Ubiratã","85440-001","85444-999","Em codificação por logradouros","Exclusiva da sede urbana"
"PR","Ubiratã","85445-001","85445-999","Em codificação por logradouros","Exclusiva da sede urbana"
"PR","Umuarama","87500-001","87524-999","Codificado por logradouros","Total do município"
"PR","Umuarama","87500-001","87515-999","Codificada por logradouros","Exclusiva da sede urbana"
"PR","União da Vitória","84600-001","84614-999","Codificado por logradouros","Total do município"
"PR","União da Vitória","84600-001","84612-999","Codificada por logradouros","Exclusiva da sede urbana"
"PR","Uniflor","87640-000","87649-999","Codificado por logradouros","Total do município"
"PR","Uniflor","87640-001","87640-999","Codificada por logradouros","Exclusiva da sede urbana"
"PR","Uraí","86280-000","86289-999","Não codificada por logradouros","Total do município"
"PR","Ventania","84345-000","84349-999","Não codificada por logradouros","Total do município"
"PR","Vera Cruz do Oeste","85845-000","85849-999","Codificado por logradouros","Total do município"
"PR","Vera Cruz do Oeste","85845-001","85847-999","Codificada por logradouros","Exclusiva da sede urbana"
"PR","Verê","85585-000","85597-999","Não codificada por logradouros","Total do município"
"PR","Virmond","85390-000","85399-999","Não codificada por logradouros","Total do município"
"PR","Vitorino","85520-000","85524-999","Em codificação por logradouros","Total do município"
"PR","Vitorino","85520-001","85524-999","Em codificação por logradouros","Exclusiva da sede urbana"
"PR","Wenceslau Braz","84950-000","84969-999","Não codificada por logradouros","Total do município"
"PR","Xambrê","87535-000","87537-999","Não codificada por logradouros","Total do município"
"RJ","Angra dos Reis","23900-001","23969-999","Codificado por logradouros","Total do município"
"RJ","Angra dos Reis","23900-001","23959-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Angra dos Reis","23968-001","23968-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Aperibé","28495-000","28499-999","Codificado por logradouros","Total do município"
"RJ","Aperibé","28495-001","28499-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Araruama","28970-001","28989-999","Codificado por logradouros","Total do município"
"RJ","Araruama","28970-001","28989-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Areal","25845-000","25849-999","Codificado por logradouros","Total do município"
"RJ","Areal","25845-001","25849-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Armação dos Búzios","28950-001","28959-999","Codificado por logradouros","Total do município"
"RJ","Armação dos Búzios","28950-001","28959-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Arraial do Cabo","28930-000","28939-999","Não codificada por logradouros","Total do município"
"RJ","Barra do Piraí","27000-001","27174-999","Codificado por logradouros","Total do município"
"RJ","Barra do Piraí","27000-001","27154-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Barra do Piraí","27155-001","27159-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Barra do Piraí","27160-001","27162-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Barra do Piraí","27163-001","27164-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Barra do Piraí","27165-001","27169-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Barra do Piraí","27170-001","27174-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Barra Mansa","27300-001","27399-999","Codificado por logradouros","Total do município"
"RJ","Barra Mansa","27300-001","27399-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Belford Roxo","26100-001","26199-999","Codificado por logradouros","Total do município"
"RJ","Belford Roxo","26100-001","26199-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Bom Jardim","28660-000","28679-999","Não codificada por logradouros","Total do município"
"RJ","Bom Jesus do Itabapoana","28360-000","28374-999","Não codificada por logradouros","Total do município"
"RJ","Cabo Frio","28900-001","28929-999","Codificado por logradouros","Total do município"
"RJ","Cabo Frio","28900-001","28929-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Cachoeiras de Macacu","28680-000","28699-999","Codificado por logradouros","Total do município"
"RJ","Cachoeiras de Macacu","28680-001","28684-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Cachoeiras de Macacu","28685-001","28694-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Cachoeiras de Macacu","28695-001","28699-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Cambuci","28430-000","28454-999","Codificado por logradouros","Total do município"
"RJ","Cambuci","28430-001","28430-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Cambuci","28435-001","28435-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Cambuci","28440-001","28440-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Cambuci","28445-001","28445-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Cambuci","28446-001","28446-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Cambuci","28450-001","28451-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Campos dos Goytacazes","28000-001","28179-999","Codificado por logradouros","Total do município"
"RJ","Campos dos Goytacazes","28000-001","28099-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Cantagalo","28500-000","28539-999","Não codificada por logradouros","Total do município"
"RJ","Carapebus","27998-000","27999-999","Não codificada por logradouros","Total do município"
"RJ","Cardoso Moreira","28180-000","28199-999","Não codificada por logradouros","Total do município"
"RJ","Carmo","28640-000","28649-999","Não codificada por logradouros","Total do município"
"RJ","Casimiro de Abreu","28860-000","28889-999","Não codificada por logradouros","Total do município"
"RJ","Comendador Levy Gasparian","25870-000","25879-999","Codificado por logradouros","Total do município"
"RJ","Comendador Levy Gasparian","25870-001","25874-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Comendador Levy Gasparian","25875-001","25876-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Conceição de Macabu","28740-000","28749-999","Não codificada por logradouros","Total do município"
"RJ","Cordeiro","28540-000","28544-999","Não codificada por logradouros","Total do município"
"RJ","Duas Barras","28650-000","28659-999","Não codificada por logradouros","Total do município"
"RJ","Duque de Caxias","25000-001","25499-999","Codificado por logradouros","Total do município"
"RJ","Duque de Caxias","25000-001","25499-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Engenheiro Paulo de Frontin","26650-000","26699-999","Não codificada por logradouros","Total do município"
"RJ","Guapimirim","25940-001","25949-999","Codificado por logradouros","Total do município"
"RJ","Guapimirim","25940-001","25949-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Iguaba Grande","28960-000","28969-999","Codificado por logradouros","Total do município"
"RJ","Iguaba Grande","28960-001","28969-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Itaboraí","24800-001","24889-999","Codificado por logradouros","Total do município"
"RJ","Itaboraí","24800-001","24889-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Itaguaí","23800-001","23859-999","Codificado por logradouros","Total do município"
"RJ","Itaguaí","23800-001","23859-999","Codificada por logradouros","Exclusiva da sede urbana"
"RJ","Italva","28250-000","28299-999","Não codificada por logradouros","Total do município"
"RJ","Itaocara","28570-000","28599-999","Não codificada por logradouros","Total do município"
